task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
16	da/8e8125	192942963	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:SAMTOOLS_STATS (GABJHS-Tu-0CDQO6)	COMPLETED	0	2025-07-03 18:55:59.495	9m 23s	8m 30s	98.6%	2.5 GB	2.5 GB	16.9 GB	308.9 KB
59	02/c2cbb1	192943183	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:SAMTOOLS_STATS (GADCGH-N-0C9S8V)	COMPLETED	0	2025-07-03 18:56:11.984	10m 1s	3m 38s	98.5%	1.5 GB	1.5 GB	10 GB	308 KB
27	86/d9c69f	192943040	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:SAMTOOLS_STATS (GADBKF-Tu-0BZK5O)	COMPLETED	0	2025-07-03 18:56:04.062	10m 19s	7m 41s	98.7%	2.1 GB	2.1 GB	16.1 GB	305.7 KB
56	9d/815483	192943169	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:SAMTOOLS_STATS (GADCFX-Tu-0BE3DG)	COMPLETED	0	2025-07-03 18:56:11.232	10m 22s	7m 12s	98.7%	595 MB	641.1 MB	15.2 GB	307.5 KB
104	b9/4bbf4b	192943309	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:SAMTOOLS_STATS (GADCGP-N-0C9S6Y)	COMPLETED	0	2025-07-03 18:56:18.624	12m 29s	3m 36s	98.6%	685.8 MB	734.3 MB	10.2 GB	311 KB
58	e7/9656ee	192943178	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:SAMTOOLS_STATS (GADCGA-Tu-0CDQPE)	COMPLETED	0	2025-07-03 18:56:11.762	12m 46s	7m 39s	98.6%	2.3 GB	2.3 GB	16.1 GB	310.4 KB
60	33/d21d58	192943217	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:SAMTOOLS_STATS (GADCGH-Tu-0CDQQ0)	COMPLETED	0	2025-07-03 18:56:13.678	12m 54s	6m 20s	98.8%	2.3 GB	2.3 GB	14.1 GB	309.2 KB
106	8a/a7183b	192943316	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:SAMTOOLS_STATS (GADCGU-N-0C9S92)	COMPLETED	0	2025-07-03 18:56:18.908	12m 49s	2m 55s	98.6%	2.5 GB	2.5 GB	9.1 GB	307.8 KB
18	57/7e9b8b	192942986	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_TIDDIT:TIDDIT_SV (GABJHS-N-0C9S7D)	COMPLETED	0	2025-07-03 18:56:00.449	13m 22s	10m 37s	130.9%	7.4 GB	8.4 GB	27.1 GB	2.3 GB
108	a6/b5c887	192943322	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:SAMTOOLS_STATS (GADCHA-N-0C9S6U)	COMPLETED	0	2025-07-03 18:56:19.206	13m 34s	3m 26s	98.6%	1.8 GB	1.8 GB	9.8 GB	309.6 KB
19	5e/c483e2	192942993	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_TIDDIT:TIDDIT_SV (GADBKF-N-0C9S8O)	COMPLETED	0	2025-07-03 18:56:00.842	14m 2s	10m 35s	131.2%	7.4 GB	8.3 GB	27.4 GB	2.3 GB
105	38/aec19a	192943313	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:SAMTOOLS_STATS (GADCGP-Tu-0CDQR8)	COMPLETED	0	2025-07-03 18:56:18.794	15m 19s	6m 2s	98.7%	288.1 MB	338.2 MB	14 GB	311.4 KB
107	09/b8f0b4	192943320	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:SAMTOOLS_STATS (GADCGU-Tu-0BEDX9)	COMPLETED	0	2025-07-03 18:56:19.078	18m 59s	8m 58s	98.6%	1006.9 MB	1 GB	17.7 GB	310.9 KB
22	ca/5caf52	192943016	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GABJHS-Tu-0CDQO6_vs_GABJHS-N-0C9S7D)	COMPLETED	0	2025-07-03 18:56:02.588	27m 5s	13m 45s	151.2%	7.5 GB	8.4 GB	39.1 GB	3.1 GB
23	f0/71f746	192943024	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GADBKF-Tu-0BZK5O_vs_GADBKF-N-0C9S8O)	COMPLETED	0	2025-07-03 18:56:03.089	34m 30s	13m 30s	143.9%	7.3 GB	8.2 GB	37.5 GB	2.2 GB
30	53/fb6aa6	192943034	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_NORMAL:TIDDIT_SV (GADBKF-Tu-0BZK5O_vs_GADBKF-N-0C9S8O)	COMPLETED	0	2025-07-03 18:56:03.752	34m 44s	10m 8s	132.1%	7.4 GB	9.1 GB	27.4 GB	2.3 GB
29	c5/db5884	192943054	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_NORMAL:TIDDIT_SV (GABJHS-Tu-0CDQO6_vs_GABJHS-N-0C9S7D)	COMPLETED	0	2025-07-03 18:56:04.962	37m 53s	10m 44s	130.6%	7.5 GB	9.1 GB	27.1 GB	2.3 GB
20	f4/89a469	192943060	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_TIDDIT:TIDDIT_SV (GADCFX-N-0C9S52)	COMPLETED	0	2025-07-03 18:56:05.295	39m 43s	7m 4s	130.1%	7.4 GB	9.1 GB	26.9 GB	2.4 GB
33	fa/b1d34f	192943068	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_TIDDIT:TIDDIT_SV (GADCGA-0C9S9L)	COMPLETED	0	2025-07-03 18:56:05.761	41m 27s	7m	132.0%	7.4 GB	9 GB	26.9 GB	2.5 GB
38	0a/de99dc	192943094	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GADCGP-Tu-0CDQR8_vs_GADCGP-N-0C9S6Y)	COMPLETED	0	2025-07-03 18:56:07.390	44m 6s	8m 9s	142.6%	7.2 GB	9 GB	33.2 GB	2.4 GB
37	c2/fa8d9d	192943092	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GADCGH-Tu-0CDQQ0_vs_GADCGH-N-0C9S8V)	COMPLETED	0	2025-07-03 18:56:07.298	44m 6s	8m 7s	147.1%	7.4 GB	9 GB	33.5 GB	3.3 GB
150	4a/862280	192945161	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:SAMTOOLS_STATS (GADCHA-Tu-0CDQSG)	COMPLETED	0	2025-07-03 19:33:58.129	6m 35s	6m 27s	98.6%	2.7 GB	2.7 GB	13.8 GB	303.4 KB
36	37/c79ea9	192943089	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GADCGA-Tu-0CDQPE_vs_GADCGA-0C9S9L)	COMPLETED	0	2025-07-03 18:56:07.098	44m 46s	8m 44s	150.9%	7.4 GB	9 GB	36.8 GB	2.8 GB
35	be/06c00a	192943077	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_TIDDIT:TIDDIT_SV (GADCGP-N-0C9S6Y)	COMPLETED	0	2025-07-03 18:56:06.429	44m 52s	10m 8s	131.6%	7.3 GB	9.2 GB	27.3 GB	2.5 GB
32	58/8ea861	192943084	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GADCFX-Tu-0BE3DG_vs_GADCFX-N-0C9S52)	COMPLETED	0	2025-07-03 18:56:06.820	44m 56s	9m 5s	142.6%	7.4 GB	9.1 GB	35.4 GB	3.1 GB
34	72/05e4be	192943073	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_TIDDIT:TIDDIT_SV (GADCGH-N-0C9S8V)	COMPLETED	0	2025-07-03 18:56:06.154	45m 17s	10m 41s	128.7%	7.3 GB	9.1 GB	26.8 GB	2.3 GB
40	d2/65bc28	192943102	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GADCHA-Tu-0CDQSG_vs_GADCHA-N-0C9S6U)	COMPLETED	0	2025-07-03 18:56:07.831	45m 45s	8m 7s	143.2%	7.7 GB	9 GB	32.6 GB	2.8 GB
39	fc/040200	192943100	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GADCGU-Tu-0BEDX9_vs_GADCGU-N-0C9S92)	COMPLETED	0	2025-07-03 18:56:07.716	46m 35s	10m 30s	147.7%	7.4 GB	9.1 GB	42.1 GB	3.4 GB
43	e4/3ee979	192943117	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GADCIC-Tu-0BI57L_vs_GADCIC-N-0C9S5V)	COMPLETED	0	2025-07-03 18:56:08.662	47m 39s	8m 5s	139.0%	7.6 GB	9 GB	31.6 GB	4.9 GB
41	01/7ff160	192943109	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GADCHV-Tu-0CDQRU_vs_GADCHV-N-0C9S9S)	COMPLETED	0	2025-07-03 18:56:08.173	48m 10s	10m 29s	154.6%	7.6 GB	9.2 GB	43.9 GB	4.3 GB
52	45/302ab1	192943145	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_TIDDIT:TIDDIT_SV (GADCGU-N-0C9S92)	COMPLETED	0	2025-07-03 18:56:09.926	49m 58s	6m 7s	128.6%	7.4 GB	9 GB	24.7 GB	2.3 GB
42	6c/194c62	192943112	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GADCIB-Tu-0BI56B_vs_GADCIB-N-0C9S8M)	COMPLETED	0	2025-07-03 18:56:08.360	50m 20s	12m 19s	147.6%	7.3 GB	9 GB	32.6 GB	2.8 GB
44	c7/5fa7e0	192943124	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GADCIR-Tu-0BI533_vs_GADCIR-N-0C9S5P)	COMPLETED	0	2025-07-03 18:56:08.990	50m 39s	9m 41s	143.8%	7.4 GB	9.1 GB	38.1 GB	3.3 GB
53	9f/effbd5	192943151	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_TIDDIT:TIDDIT_SV (GADCHA-N-0C9S6U)	COMPLETED	0	2025-07-03 18:56:10.292	51m 33s	6m 58s	129.6%	7.4 GB	9.1 GB	26.2 GB	2.2 GB
49	5c/e27dd4	192943141	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GADCJW-Tu-0BKQO1_vs_GADCJW-N-0C9S95)	COMPLETED	0	2025-07-03 18:56:09.750	51m 43s	8m 3s	141.0%	7.4 GB	9.1 GB	31.7 GB	2.5 GB
48	c8/690f87	192943139	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GADCJR-Tu-0BHS1U_vs_GADCJR-N-0C9S5J)	COMPLETED	0	2025-07-03 18:56:09.561	51m 58s	8m 20s	142.3%	7.4 GB	9.1 GB	34.1 GB	2.7 GB
72	91/13aaf2	192943226	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_CNVKIT:CNVKIT_BATCH (GADBKF-N-0C9S8O)	COMPLETED	0	2025-07-03 18:56:14.150	51m 59s	10m 50s	171.0%	1.2 GB	3 GB	56.4 GB	5.4 GB
81	64/3da9ec	192944210	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_CNVKIT:CNVKIT_BATCH (GADCFX-N-0C9S52)	COMPLETED	0	2025-07-03 19:03:12.999	45m 5s	10m 58s	171.3%	1.8 GB	3 GB	53.6 GB	5.1 GB
71	26/2e84d0	192943236	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_CNVKIT:CNVKIT_BATCH (GABJHS-N-0C9S7D)	COMPLETED	0	2025-07-03 18:56:14.634	52m 8s	11m 3s	171.5%	2.5 GB	3.5 GB	53.4 GB	5 GB
55	51/bbfa71	192943158	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_TIDDIT:TIDDIT_SV (GADCIB-N-0C9S8M)	COMPLETED	0	2025-07-03 18:56:10.609	52m 23s	7m 17s	130.1%	7.3 GB	9 GB	26.6 GB	2.1 GB
133	05/c032b8	192944278	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_CNVKIT:CNVKIT_BATCH (GADCGH-N-0C9S8V)	COMPLETED	0	2025-07-03 19:05:23.009	43m 45s	8m 48s	168.2%	1.6 GB	3.2 GB	54.6 GB	5.2 GB
46	fa/d4099c	192943131	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GADCJG-Tu-0CDQUA_vs_GADCJG-N-0C9S7P)	COMPLETED	0	2025-07-03 18:56:09.211	52m 59s	10m 11s	153.9%	7.5 GB	9.2 GB	39.6 GB	3.6 GB
47	45/4ce567	192943135	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GADCJI-Tu-0BI524_vs_GADCJI-N-0C9S5E)	COMPLETED	0	2025-07-03 18:56:09.421	53m 24s	10m 8s	131.3%	7.5 GB	9.1 GB	35.8 GB	3.5 GB
134	2d/7e0d32	192944304	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_CNVKIT:CNVKIT_BATCH (GADCGP-N-0C9S6Y)	COMPLETED	0	2025-07-03 19:06:13.008	43m 40s	8m 57s	167.9%	1.5 GB	3.4 GB	55.7 GB	5.3 GB
68	f1/359edb	192943201	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_NORMAL:TIDDIT_SV (GADCGA-Tu-0CDQPE_vs_GADCGA-0C9S9L)	COMPLETED	0	2025-07-03 18:56:12.934	53m 50s	7m 27s	132.0%	7.4 GB	9 GB	26.9 GB	2.5 GB
132	c8/94a883	192944225	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_CNVKIT:CNVKIT_BATCH (GADCGA-0C9S9L)	COMPLETED	0	2025-07-03 19:03:38.022	46m 25s	11m 7s	138.1%	2.1 GB	3 GB	55.8 GB	5.3 GB
31	5c/667b6b	192943161	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_NORMAL:TIDDIT_SV (GADCFX-Tu-0BE3DG_vs_GADCFX-N-0C9S52)	COMPLETED	0	2025-07-03 18:56:10.787	53m 57s	8m 44s	107.1%	7.4 GB	9 GB	26.9 GB	2.4 GB
69	3f/b1be6f	192943219	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_NORMAL:TIDDIT_SV (GADCGH-Tu-0CDQQ0_vs_GADCGH-N-0C9S8V)	COMPLETED	0	2025-07-03 18:56:13.866	54m 9s	7m 14s	130.2%	7.4 GB	9 GB	26.8 GB	2.3 GB
80	e1/2da902	192943223	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_TIDDIT:TIDDIT_SV (GADCIR-N-0C9S5P)	COMPLETED	0	2025-07-03 18:56:14.019	54m 19s	7m 21s	126.4%	7.2 GB	9 GB	26.6 GB	2.2 GB
62	6c/643beb	192943191	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GADCJY-Tu-0CDQUW_vs_GADCJY-N-0C9SAK)	COMPLETED	0	2025-07-03 18:56:12.442	54m 46s	9m 21s	151.2%	7.4 GB	9.2 GB	38.2 GB	3.4 GB
79	81/9baecf	192943210	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_TIDDIT:TIDDIT_SV (GADCIC-N-0C9S5V)	COMPLETED	0	2025-07-03 18:56:13.434	54m 55s	8m 5s	134.4%	7.4 GB	9.1 GB	30.1 GB	2.4 GB
74	bb/107cb0	192943207	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GADCKZ-Tu-0BFR34_vs_GADCKZ-N-0C9S7E)	COMPLETED	0	2025-07-03 18:56:13.238	55m 25s	9m 2s	141.5%	7.6 GB	9.2 GB	35.2 GB	4.2 GB
86	db/35f802	192943256	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GADCLW-Tu-0BHS7T_vs_GADCLW-N-0C9S76)	COMPLETED	0	2025-07-03 18:56:15.678	55m 22s	7m 16s	143.9%	7.6 GB	9 GB	30.2 GB	3 GB
45	be/b44c01	192943127	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GADCJB-Tu-0BJSC9_vs_GADCJB-N-0C9S8T)	COMPLETED	0	2025-07-03 18:56:09.105	55m 34s	12m 53s	144.7%	7.4 GB	9.1 GB	34.5 GB	3 GB
169	3e/76e4b2	192945616	NFCORE_SAREK:SAREK:CRAM_SAMPLEQC:CRAM_QC_RECAL:SAMTOOLS_STATS (GADCHV-N-0C9S9S)	COMPLETED	0	2025-07-03 19:47:53.191	3m 55s	3m 45s	98.6%	2.3 GB	2.4 GB	11.1 GB	311.7 KB
82	8a/9946f2	192943240	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_TIDDIT:TIDDIT_SV (GADCIW-N-0BEXCP)	COMPLETED	0	2025-07-03 18:56:14.861	55m 43s	8m 25s	133.6%	7.3 GB	9.1 GB	30.8 GB	2.1 GB
54	a5/bae793	192943155	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_TIDDIT:TIDDIT_SV (GADCHV-N-0C9S9S)	COMPLETED	0	2025-07-03 18:56:10.499	55m 53s	11m 3s	134.5%	7.4 GB	8.4 GB	29.9 GB	2.6 GB
64	c2/296050	192943197	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GADCKT-Tu-0CDQWQ_vs_GADCKT-N-0C9S8F)	COMPLETED	0	2025-07-03 18:56:12.801	56m 20s	9m 55s	152.9%	7.5 GB	9.1 GB	41.3 GB	3.8 GB
63	90/da8316	192943193	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GADCKL-Tu-0CDQVI_vs_GADCKL-N-0C9S5O)	COMPLETED	0	2025-07-03 18:56:12.561	56m 45s	10m 25s	155.9%	7.6 GB	9.2 GB	44.5 GB	4.9 GB
75	7c/255723	192943247	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GADCLD-Tu-0BHRXZ_vs_GADCLD-N-0C9S5M)	COMPLETED	0	2025-07-03 18:56:15.199	56m 43s	9m 15s	136.2%	7.6 GB	9.1 GB	35.4 GB	4.4 GB
93	ef/b03af2	192943278	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GADCNJ-Tu-0CDR1M_vs_GADCNJ-N-0C9S58)	COMPLETED	0	2025-07-03 18:56:16.798	56m 41s	7m 19s	145.4%	7.5 GB	9 GB	30 GB	3.8 GB
85	70/6dce5c	192943253	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GADCLR-Tu-0CDQXK_vs_GADCLR-N-0C9S4U)	COMPLETED	0	2025-07-03 18:56:15.554	56m 43s	9m 7s	150.2%	7.5 GB	9.1 GB	37.4 GB	2.9 GB
84	8a/5c963f	192943251	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GADCLG-Tu-0CDQWZ_vs_GADCLG-N-0C9S4Y)	COMPLETED	0	2025-07-03 18:56:15.394	56m 58s	9m 24s	139.8%	7.3 GB	9 GB	36 GB	3 GB
91	30/7b60c7	192943271	NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_SOMATIC_ALL:BAM_VARIANT_CALLING_SOMATIC_TIDDIT:TIDDIT_TUMOR:TIDDIT_SV (GADCNA-Tu-0BI508_vs_GADCNA-N-0C9S8Y)	COMPLETED	0	2025-07-03 18:56:16.503	57m 17s	7m 55s	146.1%	7.3 GB	9.1 GB	31.3 GB	2.6 GB
